11	recomiendame una película	recomiendame una película	0	0.86857915	Mi película favorita es Robocop. La has visto?	1
12	gracias	gracias	0	0.81153274	De nada.	1
13	adiós		6	-1	¿Cuál es tu deporte favorito?	0
1	hola	hola	0	0.81434357	¿Qué tal?	1
2	cómo te llamas		15	-1	Cuentame una historia.	0
3	cómo estás	cómo estás	0	0.84093726	Muy bien, ¿en qué puedo ayudarte?	1
4	qué haces		10	-1	¿Cuál es tu película favorita?	0
5	cuéntame algo	cuéntame algo	0	0.79617023	Knight dijo que estrelló su coche contra un muro y se perdió el examen más importante de su vida.	1
6	qué música te gusta	qué música te gusta	0	0.98001736	Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?	1
7	qué películas te gustan	películas te gusta	6	0.79285246	Mi película favorita es "Terminator".	1
8	cuál es tu actor favorito	cuál es tu actor favorito	0	0.97837865	Mi actor favorito es Arnold Schwarzenegger en "Terminator".	1
9	recomiéndame una película		27	-1	Cuentame, ¿Que hay de nuevo?	0
10	gracias		7	-1	¿Crees que las máquinas son inteligentes?	0
11	adiós		6	-1	¿Cuál es tu color favorito?	0
1	Hola	Hola	0	0.80522853	Hola, ¿cómo te llamas?	1
2	me llamo Bianca cómo te llamas	me llamo Bianca	16	0.97095013	Jeje, conozco a alguien con tu mismo nombre.	1
3	cómo estás		12	-1	¿Crees que las máquinas son inteligentes?	0
4	no qué haces	qué haces	3	0.88357329	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
5	cuéntame algo	cuéntame algo	0	0.87815797	Eddie dijo que veía y no hay nada en el directorio de búsqueda de lo que las cosas que él cree.	1
6	qué música te gusta	qué música te gusta	0	0.90473872	Me encantan las canciones de Daft Punk.	1
7	y películas	ipeliculas	4	0.69023788	¿Cómo?	1
8	cuál es tu actor favorito	favoritos	19	0.72042197	No he escuchado bien, podrias repetir lo que haz dicho.	1
9	cuál es tu actor favorito	cuál es tu actor favorito	0	0.98001736	Mi actor favorito es Robin Williams en "El Hombre Bicentenario".	1
10	recomiendame una película	recomiendame una película	0	0.98155099	Mi película favorita es Robocop. La has visto?	1
11	si		2	-1	¿Cuál es tu deporte favorito?	0
12	natación gracias		17	-1	¿Cúal es tu actriz favorita?	0
13	adiós		6	-1	¿Crees que hay vida después de la muerte?	0
1	hola hola	hola hola	0	0.60926288	Saludos, ¿en qué puedo ayudarte? Hola, ¿qué hay?	1
2	cómo te llamas		15	-1	Cuentame, ¿Que hay de nuevo?	0
3	cómo estás	cómo estás	0	0.84093732	Yo estoy bien, ¿y tú?	1
4	aquí bien		10	-1	¿Cuál es tu color favorito?	0
5	qué haces		10	-1	¿Crees que hay vida después de la muerte?	0
6	cuéntame algo	cuéntame algo	0	0.87153924	Dave dijo que prometer que no tratará me gusta una máquina o un programa de ordenador ni nada de eso.	1
7	qué música te gusta	qué música te gusta	0	0.88832575	Mis grupos favoritos son Radiohead, Daft Punk y Rammstein. ¿Los conoces?	1
8	claro que si cuál es tu color favorito	cuál es tu color favorito	13	0.84247744	Los daltónicos no pueden apreciar algunos colores, pero eso no significa que éstos no existan.	0
9	y que películas	películas	6	0.82705384	Mi película favorita es "Robocop".	1
10	cuál es tu actor favorito		26	-1	¿Cúal es tu actriz favorita?	0
11	recomiendame una película	recomiendame una película	0	0.85557705	Mi película favorita es Robocop. La has visto?	1
12	gracias		7	-1	¿Cúal es tu actor favorito?	0
13	adiós		6	-1	¿Crees que hay vida después de la muerte?	0
1	Hola	Hola	0	0.95918852	¿Qué tal?	1
2	cómo te llamas		15	-1	Cuentame una historia.	0
3	cómo estás		12	-1	¿Cuál es tu mejor recuerdo de infancia?	0
4	cómo estás	cómo estás	0	0.85047686	Muy bien, ¿en qué puedo ayudarte?	1
5	qué haces	qué haces	0	0.9296571	Trabajo las 24 horas del día para ofrecerte el mejor servicio posible.	1
6	qué música te gusta	qué música te gusta	0	0.90787011	Me encantan las canciones de Daft Punk.	1
7	y películas		12	-1	¿Cúal es tu actor favorito?	0
8	recomiendame una película	recomiendame una película	0	0.90459377	Mi película favorita es Robocop. La has visto?	1
9	gracias	gracias	0	0.81373465	De nada.	1
10	adiós	adiós	0	0.7099449	Hasta luego.	1
